ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-23f0,178,408355,94,2,High Value
Business-240b,497,526002,297,2,High Value
Business-242c,528,1144632,191,2,High Value
Business-242f,223,486591,215,2,High Value
Business-243e,147,296410,22,2,High Value
Business-245d,2,1500,1,2,High Value
Business-245e,1057,2866646,484,0,Low Value
Business-2460,70,113031,67,2,High Value
Business-2465,299,620235,76,2,High Value
Business-2482,1091,3832518,415,0,Low Value
Business-2485,994,2688678,169,0,Low Value
Business-248b,6,14215,6,2,High Value
Business-248c,21,51230,5,2,High Value
Business-2495,7,19400,7,2,High Value
Business-24aa,42,80855,41,2,High Value
Business-24bb,33,81430,15,2,High Value
Business-24bc,352,607914,223,2,High Value
Business-24c3,1584,4187550,478,0,Low Value
Business-24cd,86,254062,60,2,High Value
Business-24e3,30,36150,2,2,High Value
Business-24ea,17,6525,8,2,High Value
Business-24fb,1,1920,1,2,High Value
Business-2504,8,15165,6,2,High Value
Business-2511,36,51530,13,2,High Value
Business-2513,7,4450,3,2,High Value
Business-2518,2,8280,1,2,High Value
Business-251a,13,20810,12,2,High Value
Business-2526,119,208105,3,2,High Value
Business-2549,3,6320,3,2,High Value
Business-255b,59,101465,36,2,High Value
Business-256a,2,3020,2,2,High Value
Business-256d,1,6035,1,2,High Value
Business-2574,139,412759,121,2,High Value
Business-2578,80,214962,74,2,High Value
Business-258b,1214,2718959,673,0,Low Value
Business-2590,434,967448,258,2,High Value
Business-2592,9,14460,5,2,High Value
Business-2598,6,7148,6,2,High Value
Business-25a5,75,155587,55,2,High Value
Business-25b2,4,6670,2,2,High Value
Business-25ba,84,193620,15,2,High Value
Business-25bd,33,87670,30,2,High Value
Business-25ce,568,1130565,343,0,Low Value
Business-25d4,30,41215,16,2,High Value
Business-25df,19,32753,14,2,High Value
Business-25f7,189,362801,161,2,High Value
Business-25f9,219,614462,186,2,High Value
Business-2604,25,65935,22,2,High Value
Business-260d,2,4935,2,2,High Value
Business-260e,1198,3756532,353,0,Low Value
Business-261d,6,11715,6,2,High Value
Business-261e,1,1505,1,2,High Value
Business-263c,2113,6227695,376,0,Low Value
Business-2657,35,79775,32,2,High Value
Business-266a,1,1835,1,2,High Value
Business-2672,760,1776156,619,0,Low Value
Business-2678,10,35810,10,2,High Value
Business-2679,7,26910,6,2,High Value
Business-2688,7,13655,4,2,High Value
Business-268b,89,214683,80,2,High Value
Business-268f,5,11875,4,2,High Value
Business-2693,142,299344,127,2,High Value
Business-26a7,3,4650,3,2,High Value
Business-26b2,4,9130,4,2,High Value
Business-26c7,12,24010,3,2,High Value
Business-26d5,4,8230,3,2,High Value
Business-26d6,1,5820,1,2,High Value
Business-26de,89,234941,56,2,High Value
Business-26e0,17,15470,17,2,High Value
Business-26fb,14,33570,14,2,High Value
Business-26fc,5,8585,5,2,High Value
Business-270a,886,2764790,79,0,Low Value
Business-271f,137,213473,85,2,High Value
Business-2726,24,39215,8,2,High Value
Business-2732,26,26310,23,2,High Value
Business-2735,2,11810,2,2,High Value
Business-274a,271,660396,233,2,High Value
Business-275e,3,5050,2,2,High Value
Business-2766,2,3470,2,2,High Value
Business-276d,75,105700,21,2,High Value
Business-2778,1,700,1,2,High Value
Business-27a3,16,41305,10,2,High Value
Business-27a6,7,16575,6,2,High Value
Business-27c2,95,258704,91,2,High Value
Business-27c5,5,15785,3,2,High Value
Business-27e1,2,4340,2,2,High Value
Business-27f9,345,650267,133,2,High Value
Business-27fa,134,291795,25,2,High Value
Business-27fc,36,81644,11,2,High Value
Business-2806,87,143940,72,2,High Value
Business-280a,23,151598,4,2,High Value
Business-2814,70,191910,17,2,High Value
Business-281c,386,806232,347,0,Low Value
Business-281e,53,123439,31,2,High Value
Business-2827,1,5400,1,2,High Value
Business-2828,1,1920,1,2,High Value
Business-282a,5,8500,1,2,High Value
Business-283d,2,4110,2,2,High Value
Business-2843,118,237690,95,2,High Value
Business-2848,21,30385,21,2,High Value
Business-284b,65,76370,64,2,High Value
Business-2858,7,15675,7,2,High Value
Business-288e,27,43770,24,2,High Value
Business-289a,5,9706,4,2,High Value
Business-289e,4,4850,4,2,High Value
Business-28a2,42,64220,41,2,High Value
Business-28ad,478,1247629,246,2,High Value
Business-28b2,2,8560,1,2,High Value
Business-28b6,159,356020,41,2,High Value
Business-28bb,4,15595,4,2,High Value
Business-28da,12,23877,8,2,High Value
Business-28e1,686,1442025,593,0,Low Value
Business-28e4,494,981013,436,0,Low Value
Business-290c,8,10480,8,2,High Value
Business-290d,5,8700,1,2,High Value
Business-2943,120,292243,86,2,High Value
Business-294a,269,475757,246,2,High Value
Business-2956,1,4020,1,2,High Value
Business-296c,12,39074,9,2,High Value
Business-298d,22,61665,18,2,High Value
Business-29b9,323,639932,191,2,High Value
Business-29bc,1868,4323927,855,0,Low Value
Business-29be,5,13510,3,2,High Value
Business-29cc,44,93670,44,2,High Value
Business-29ce,336,657982,273,2,High Value
Business-29f4,50,64500,1,2,High Value
Business-29f9,98,197990,14,2,High Value
Business-2a14,42,118740,33,2,High Value
Business-2a25,1,1300,1,2,High Value
Business-2a37,425,1101286,115,2,High Value
Business-2a41,1,2455,1,2,High Value
Business-2a4e,13,42450,9,2,High Value
Business-2a6e,62,98090,55,2,High Value
Business-2a75,16,52955,15,2,High Value
Business-2a7a,230,361217,151,2,High Value
Business-2a83,912,2062894,570,0,Low Value
Business-2a93,18,24295,17,2,High Value
Business-2a95,42,75621,36,2,High Value
Business-2a98,14,27049,13,2,High Value
Business-2a9d,17,64000,16,2,High Value
Business-2aa6,259,732162,170,2,High Value
Business-2ab1,42,110266,41,2,High Value
Business-2ab2,13,28790,5,2,High Value
Business-2ab5,113,302085,28,2,High Value
Business-2ab6,2,2980,1,2,High Value
Business-2abd,5,7600,5,2,High Value
Business-2acd,4,10270,4,2,High Value
Business-2ae7,3,8065,3,2,High Value
Business-2aec,3,7610,3,2,High Value
Business-2af9,5,11320,5,2,High Value
Business-2afb,608,1987267,172,2,High Value
Business-2b07,11,4815,11,2,High Value
Business-2b21,323,847224,173,2,High Value
Business-2b24,459,1106065,118,2,High Value
Business-2b32,1,1205,1,2,High Value
Business-2b54,29,116627,27,2,High Value
Business-2b63,126,292369,42,2,High Value
Business-2b76,262,777569,84,2,High Value
Business-2b82,285,790553,68,2,High Value
Business-2b86,26,82110,25,2,High Value
Business-2b91,242,516397,149,2,High Value
Business-2b98,3,11820,3,2,High Value
Business-2ba7,1606,3401290,408,0,Low Value
Business-2bab,5,6655,5,2,High Value
Business-2bb9,29,77474,29,2,High Value
Business-2be1,5,8666,5,2,High Value
Business-2be7,116,248230,31,2,High Value
Business-2bf3,32,80099,28,2,High Value
Business-2bf5,93,238880,33,2,High Value
Business-2c04,4,2660,2,2,High Value
Business-2c08,392,1100100,36,2,High Value
Business-2c25,24,47905,23,2,High Value
Business-2c42,2,5790,2,2,High Value
Business-2c4c,32,38055,29,2,High Value
Business-2c57,48,140860,9,2,High Value
Business-2c64,8,10330,5,2,High Value
Business-2c6e,10,19510,8,2,High Value
Business-2c7d,3,2840,3,2,High Value
Business-2c9e,2,3570,2,2,High Value
Business-2c9f,8,24300,8,2,High Value
Business-2ca8,261,543035,19,2,High Value
Business-2caf,120,306603,89,2,High Value
Business-2cdd,8,16842,8,2,High Value
Business-2d4e,2,1742,2,2,High Value
Business-2d82,67,180180,39,2,High Value
Business-2d89,387,915046,160,2,High Value
Business-2d8d,141,240131,126,2,High Value
Business-2d90,16,33400,3,2,High Value
Business-2da3,2,940,2,2,High Value
Business-2da6,13,27420,12,2,High Value
Business-2db8,937,2231228,538,0,Low Value
Business-2dc3,1,4285,1,2,High Value
Business-2dc4,11,11735,9,2,High Value
Business-2dd3,7,9550,4,2,High Value
Business-2ddf,5,735,1,2,High Value
Business-2de0,374,790100,243,2,High Value
Business-2df0,9,14495,4,2,High Value
Business-2dfd,22,42182,15,2,High Value
Business-2dff,14,24889,14,2,High Value
Business-2e04,50,61435,50,2,High Value
Business-2e05,1727,3587295,208,0,Low Value
Business-2e0c,126,165045,92,2,High Value
Business-2e11,11,33355,11,2,High Value
Business-2e19,15,27450,2,2,High Value
Business-2e1a,849,1803428,342,0,Low Value
Business-2e23,876,2015819,697,0,Low Value
Business-2e2f,46,69035,25,2,High Value
Business-2e37,124,176295,112,2,High Value
Business-2e4a,172,389030,74,2,High Value
Business-2e59,34,125015,15,2,High Value
Business-2e60,5,18180,3,2,High Value
Business-2e63,2,6760,2,2,High Value
Business-2e74,2,10310,2,2,High Value
Business-2e78,71,167195,4,2,High Value
Business-2e8c,92,200880,74,2,High Value
Business-2e92,157,332734,24,2,High Value
Business-2e95,45,91235,24,2,High Value
Business-2ea2,2,2435,2,2,High Value
Business-2eaf,1,1700,1,2,High Value
Business-2eb6,5,12640,5,2,High Value
Business-2eba,2627,5406604,874,0,Low Value
Business-2ec3,53,138315,51,2,High Value
Business-2ec4,8,40780,4,2,High Value
Business-2ed3,19,68270,8,2,High Value
Business-2ed4,164,319557,139,2,High Value
Business-2eea,3,5050,3,2,High Value
Business-2eec,5,13580,3,2,High Value
Business-2eee,39,69830,10,2,High Value
Business-2ef4,536,1252614,33,2,High Value
Business-2efb,3625,8498555,164,1,Medium Value
Business-2efe,3,7800,3,2,High Value
Business-2f24,3,6190,2,2,High Value
Business-2f58,32,40520,30,2,High Value
Business-2f66,161,409085,132,2,High Value
Business-2f6a,1978,4397023,380,0,Low Value
Business-2f95,52,104405,6,2,High Value
Business-2fad,1,1425,1,2,High Value
Business-2fb7,282,640806,105,2,High Value
Business-2fc8,2,7580,2,2,High Value
Business-2fca,11,19071,9,2,High Value
Business-2fd2,18,29306,15,2,High Value
Business-2fdf,29,48150,12,2,High Value
Business-2fff,14,36600,13,2,High Value
Business-300a,274,613219,264,2,High Value
Business-300b,19,32170,15,2,High Value
Business-3019,2,5985,2,2,High Value
Business-303e,18,55640,3,2,High Value
Business-3047,10,13798,6,2,High Value
Business-3058,4,9120,4,2,High Value
Business-3065,17,40446,17,2,High Value
Business-3090,349,740661,318,2,High Value
Business-3097,36,45035,29,2,High Value
Business-3099,332,522397,300,2,High Value
Business-309b,188,393659,133,2,High Value
Business-30b8,552,1291040,392,0,Low Value
Business-30bd,3,3200,2,2,High Value
Business-30c5,22,50695,8,2,High Value
Business-30d6,4,9690,2,2,High Value
Business-30e8,154,312594,150,2,High Value
Business-30fc,127,354014,90,2,High Value
Business-30fe,1,1540,1,2,High Value
Business-3103,4,6230,4,2,High Value
Business-3112,955,1894897,384,0,Low Value
Business-3129,6,8510,6,2,High Value
Business-3147,1,5910,1,2,High Value
Business-314b,18,28976,17,2,High Value
Business-3163,1,95,1,2,High Value
Business-3166,4,1041,2,2,High Value
Business-3179,4,6240,4,2,High Value
Business-3194,192,329278,190,2,High Value
Business-319b,100,158287,89,2,High Value
Business-31b8,764,2042722,259,0,Low Value
Business-31d2,28,44470,15,2,High Value
Business-31d6,99,246844,92,2,High Value
Business-31ec,7,6375,7,2,High Value
Business-31ed,2,5345,2,2,High Value
Business-31f8,774,2126740,605,0,Low Value
Business-31fe,48,90585,10,2,High Value
Business-3207,13,26650,3,2,High Value
Business-3215,3629,8839355,657,1,Medium Value
Business-323e,148,347150,115,2,High Value
Business-323f,4,11725,3,2,High Value
Business-3244,2,12320,2,2,High Value
Business-324f,6,8670,6,2,High Value
Business-325c,43,57993,43,2,High Value
Business-325e,20,37580,19,2,High Value
Business-3264,12,13905,12,2,High Value
Business-3266,5,8575,5,2,High Value
Business-326d,1,4350,1,2,High Value
Business-3280,817,1718526,578,0,Low Value
Business-3282,11,35375,5,2,High Value
Business-328d,264,691645,48,2,High Value
Business-32a4,21,27630,14,2,High Value
Business-32b3,1,2480,1,2,High Value
Business-32c2,9,17050,7,2,High Value
Business-32c9,2,5480,2,2,High Value
Business-32dd,3,8025,3,2,High Value
Business-32f2,1075,2614312,417,0,Low Value
Business-3326,204,288003,193,2,High Value
Business-332c,107,187361,94,2,High Value
Business-332e,323,527581,150,2,High Value
Business-3334,18,31380,7,2,High Value
Business-333a,96,185812,35,2,High Value
Business-3345,4,9815,3,2,High Value
Business-335d,3,7570,2,2,High Value
Business-3366,38,200456,4,2,High Value
Business-3370,225,403753,165,2,High Value
Business-33a9,5,12950,2,2,High Value
Business-33ac,33,57564,19,2,High Value
Business-33bc,2,3515,2,2,High Value
Business-33cb,10,16090,10,2,High Value
Business-33d1,2,3320,2,2,High Value
Business-33ed,4,7060,2,2,High Value
Business-33f7,42,68755,33,2,High Value
Business-3407,4,13300,4,2,High Value
Business-3410,240,420401,220,2,High Value
Business-3415,10,36620,5,2,High Value
Business-342d,7,8675,4,2,High Value
Business-3430,7,14819,6,2,High Value
Business-3431,16,43490,11,2,High Value
Business-3435,1,1905,1,2,High Value
Business-345c,2,6170,2,2,High Value
Business-345e,19,27805,19,2,High Value
Business-345f,3,4650,3,2,High Value
Business-346e,110,212577,15,2,High Value
Business-3475,42,89160,28,2,High Value
Business-348a,62,140125,43,2,High Value
Business-3494,8,18200,8,2,High Value
Business-3497,70,153940,41,2,High Value
Business-3498,24,52410,24,2,High Value
Business-34a7,1,4160,1,2,High Value
Business-34b3,7,23035,4,2,High Value
Business-34bc,152,302242,134,2,High Value
Business-34c7,2,3785,2,2,High Value
Business-34d4,9,22770,9,2,High Value
Business-34e4,22,29920,18,2,High Value
Business-34ed,2,1200,2,2,High Value
Business-34f4,315,589920,196,2,High Value
Business-350c,3,13925,3,2,High Value
Business-3515,694,1390853,391,0,Low Value
Business-3516,4,14445,4,2,High Value
Business-3526,186,278207,120,2,High Value
Business-3535,2,4755,2,2,High Value
Business-3539,984,2576392,733,0,Low Value
Business-3575,476,1175445,142,2,High Value
Business-3598,28,29715,8,2,High Value
Business-359b,312,754345,31,2,High Value
Business-35a2,4,3415,4,2,High Value
Business-35a4,60,163311,46,2,High Value
Business-35c0,503,970370,394,0,Low Value
Business-35ca,23,37885,7,2,High Value
Business-35cf,61,89465,41,2,High Value
Business-35ef,6,8650,4,2,High Value
Business-35fc,229,741000,125,2,High Value
Business-361a,10,42800,1,2,High Value
Business-3629,42,79182,28,2,High Value
Business-3630,60,64730,46,2,High Value
Business-3635,21,38370,21,2,High Value
Business-364d,25,91948,25,2,High Value
Business-3655,40,105350,5,2,High Value
Business-366f,4,9125,4,2,High Value
Business-3683,477,1665484,170,2,High Value
Business-36a2,1,4020,1,2,High Value
Business-36a7,35,75850,2,2,High Value
Business-36c2,1,2960,1,2,High Value
Business-36e2,24,38675,10,2,High Value
Business-36e7,25,14890,6,2,High Value
Business-36f5,1,305,1,2,High Value
Business-36f8,19,45700,16,2,High Value
Business-3700,4,7180,1,2,High Value
Business-3709,217,558624,175,2,High Value
Business-3713,99,224180,33,2,High Value
Business-371d,3,7955,3,2,High Value
Business-3731,87,89170,56,2,High Value
Business-3761,8,26490,8,2,High Value
Business-3772,354,716865,303,2,High Value
Business-377a,5,11315,5,2,High Value
Business-377b,4,13085,4,2,High Value
Business-37a9,9,12510,9,2,High Value
Business-37b0,3,5930,2,2,High Value
Business-37b9,10,21900,1,2,High Value
Business-37bc,189,269398,135,2,High Value
Business-37c5,1,5600,1,2,High Value
Business-37cb,806,1727520,494,0,Low Value
Business-37d3,2,10840,2,2,High Value
Business-37e2,3,1430,3,2,High Value
Business-37e6,26,27430,23,2,High Value
Business-37e9,2,3560,2,2,High Value
Business-37ea,23,47516,19,2,High Value
Business-37eb,3,3019,3,2,High Value
Business-37ed,35,63057,31,2,High Value
Business-37ee,926,2297262,445,0,Low Value
Business-37f0,55,133247,48,2,High Value
Business-37fe,2,5800,2,2,High Value
Business-3814,8,9405,7,2,High Value
Business-3816,2,2555,2,2,High Value
Business-3817,22,32800,19,2,High Value
Business-3830,285,579571,279,2,High Value
Business-3852,117,245335,108,2,High Value
Business-3863,9,13330,9,2,High Value
Business-387c,2,1475,2,2,High Value
Business-3880,227,485860,34,2,High Value
Business-38ad,10,17450,1,2,High Value
Business-38b5,61,125905,42,2,High Value
Business-38d1,2,5770,2,2,High Value
Business-38dd,54,120991,47,2,High Value
Business-38ee,92,236510,33,2,High Value
Business-38fe,1,2430,1,2,High Value
Business-38ff,9,22120,5,2,High Value
Business-3900,7,43081,6,2,High Value
Business-3910,13,66660,4,2,High Value
Business-3913,10,17190,10,2,High Value
Business-3919,10,22635,10,2,High Value
Business-391e,5,20350,1,2,High Value
Business-3931,31,65100,9,2,High Value
Business-3937,6,24260,2,2,High Value
Business-3955,1105,3124478,312,0,Low Value
Business-395c,3,2795,3,2,High Value
Business-3970,67,134620,38,2,High Value
Business-3989,2,7335,2,2,High Value
Business-3995,44,102590,8,2,High Value
Business-3996,444,866779,330,0,Low Value
Business-39aa,3,7440,3,2,High Value
Business-39bb,3,4770,3,2,High Value
Business-39cc,3,4470,1,2,High Value
Business-39eb,10,17460,2,2,High Value
Business-3a00,423,906601,170,2,High Value
Business-3a1d,19,39495,10,2,High Value
Business-3a27,3,10950,1,2,High Value
Business-3a31,15,39448,13,2,High Value
Business-3a38,142,288985,33,2,High Value
Business-3a3e,4,14730,2,2,High Value
Business-3a45,5,6925,1,2,High Value
